,tweet,label
1993,mumbai policewoman felt dizzy fell test positive covid NUM,fake
1994,daily update publish ’ track NUM million test NUM k yesterday u log NUM million test week note track test state report detail see,real
1995,image child try breastfeed dead mother lie railway track state madhya pradesh coronavirus lockdown,fake
1996,country put place export restriction amp several instance requisition key medical supply national use co vid,real
1997,coronavirus karaoke night link covid NUM outbreak pub customer tell self isolate,real
1998,patient stemi NUM great odds mortality later co vid period pandemic,real
1999,new highlight first case covid NUM u household pet occur two pet cat ny although co vid occasionally spread people animal evidence animal play significant role spread covid NUM,real
2000,regular reminder take vitamin pill lot nascent science observe correlation propose mechanism suggest covid NUM hard vitamin deficient whether hold end still need vitamin take pill,fake
2001,claim accord new york time u ballistic missile submarine uss tennessee eight confirm case since submarine mission NUM day indicate virus originate u,fake
2002,dr abdul rahman al youbi director king abdulaziz university saudi arabia share news new vaccine covid NUM create saudi doctor,fake
2003,NUM new case co vid nigeria lagos NUM enugu NUM plateau NUM fct NUM abia NUM delta NUM bauchi NUM ondo NUM kaduna NUM ogun NUM imo NUM benue NUM katsina NUM taraba NUM edo NUM kwara NUM oyo NUM river NUM yobe NUM NUM confirm NUM discharge NUM death,real
2004,get test NUM please contact state ncdc list communication channel NUM provide relevant detail include symptom travel history NUM stay home wait advice,real
2005,another way look new york daily death major component u death least today large increase death state territory,real
2006,u patent NUM new coronavirus,fake
2007,manage patient ocd co vid,real
2008,practice social distance put space others continue practice healthy habit like wash hand least NUM second stay home ’ sick help slow spread co vid learn,real
2009,number daily test increase integral part chase virus strategy state advise symptomatic negative rapid antigen test mandatorily subject rt pcr,real
2010,NUM august NUM NUM active co vid case kan niya kumari tamilnadu co vid co vid co vid co vid co vid india co vid update coronavirus corona update coronavirus india coronavirus update coronavirus pandemic,real
2011,govt clarifies pradhan mantri suraksha bima yojana pm cover co vid related death pib say pradhan mantri jeevan jyoti bima yojana pmjjby cover co vid death certain condition,fake
2012,initiative would deliver co vid test california ’ vulnerable disadvantage,real
2013,biomedical researcher NUM year laboratory experience debunks establish conclusion covid NUM pandemic,fake
2014,cumulative hospitalization tell something though far complete story severity disease current hospitalization measure something else though quantifies strain hospital system give time,real
2015,loudspeaker coronavirus update check mark button india co vid recovery rate improve NUM august NUM NUM round pushpin steady improvement india covid NUM recovery rate since lockdown initiation march NUM NUM india fight corona india win stay safe via,real
2016,yesterday laboratory complete NUM test bring total number test complete date NUM ​⁣,real
2017,high rate daily recovery position india top country globally maximum number recover case also push recovery rate high NUM,real
2018,one new case co vid confirm fct nigeria NUM NUM NUM nd march NUM confirm case co vid nigeria NUM confirm case NUM discharge death,real
2019,head nhs test trace dido harding say see double number child NUM test coronavirus since school return insists plan sizable increase test capacity live update,real
2020,breakdown case state real time please see currently lagos NUM fct NUM ogun NUM ekiti NUM oyo NUM total NUM confirm case co vid nigeria,real
2021,correct rt become hard maintain case become low currently work improve metric well measure containment,real
2022,push child go back school trump say “ almost immune disease ” ’ wrong scientist say child get less severe covid NUM case almost immune,fake
2023,•​there ’ great support church faith base organisation alert level NUM NUM ​ understand important practise faith limit gathering currently NUM apply public private gathering review NUM may,real
2024,coronavirus cruise ship mutiny progress death war pandemic coronavirus,fake
2025,lagos also take team tour treatment centre mainland hospital use management two confirm case co vid nigeria highlight recent renovation expansion create surge capacity,real
2026,host attend labor day gather event close contact others may expose co vid feel sick stay home call healthcare provider inform close contact,real
2027,nursing home assist living facility staff protect vulnerable resident co vid cdc ’ new training webinars help,real
2028,video allegedly show canadian prime minister justin trudeau wife hospital bed urging people stay home avoid end seriously ill novel coronavirus share thousand time facebook twitter,fake
2029,death fell low single day total since march NUM NUM day average NUM reminder low number reflect action least month ago,real
2030,NUM indian state saw decrease active coronavirus case last NUM hour list include big name like delhi maharashtra hope,fake
2031,nfl announces prohibit cardboard cut fan nfl stadium football american coronavirus,fake
2032,note NUM death report lagos state NUM rd july include previously unreported death breakdown case state find via take responsibility,real
2033,late update prime minister director general health • today NUM new confirm case covid NUM • total combine number confirm probable case new zealand NUM,real
2034,current covid NUM hospitalization one useful data point measure pandemic ’ effect figure rise last month include florida ’ hospital data,real
2035,world healthday front line risk life people never meet courage underestimated work hard protect life healthcare worker every state need stay home order,real
2036,jackie chan quarantine suspect coronavirus,fake
2037,news priti patel ’ guide sleep soundly terrify pandemic,fake
2038,los angeles county cancel trick treating coronavirus,fake
2039,viral video group doctor press conference repeat conspiracy theory coronavirus hydroxychloroquine,fake
2040,loudspeaker coronavirus update check mark button india co vid recovery rate improve NUM september NUM NUM round pushpin steady improvement india covid NUM recovery rate since lockdown initiation march NUM NUM india fight corona via,real
2041,pandemic every NUM year,fake
2042,rt coronavirus pandemic put emphasis importance science health fact check …,fake
2043,NUM new case co vid nigeria lagos NUM plateau NUM oyo NUM fct NUM edo NUM kaduna NUM enugu NUM ogun NUM kano NUM kwara NUM cross river NUM ondo NUM river NUM ekiti NUM imo NUM borno NUM NUM confirm NUM discharge NUM death,real
2044,update alabama ’ reporting return normal indicating hospitalization drastically fall yesterday error fix national number patient hospitalize covid NUM rise,real
2045,second wave covid NUM come soon normal cold flu season,fake
2046,update today NUM new case covid NUM report manage isolation nz ​ continue case covid NUM community NUM day since last case covid NUM acquire locally unknown source,real
2047,two people tokoroa test positive covid NUM move quarantine facility auckland family close contact self isolation return negative test,real
2048,japanese nobel laureate say coronavirus naturally occur,fake
2049,⁣ • additional death report ⁣ ⁣ • total number test complete date NUM ⁣⁣ ⁣ • today world family doctor day big thanks NUM gps around new zealand work every day,real
2050,prattle maddow prattle tell viewer covid lesson learn africa continent NUM b NUM k covid death reason african already take chloroquine antimalarial prophylactic work covid,fake
2051,big study finding correspond relationship covid vitamin level patient,fake
2052,rt do NUM NUM thousand test already india capacity perform NUM NUM thousand test week NUM …,real
2053,self checkup find infected coronavirus,fake
2054,coronavirus update india fight corona NUM crore sample test cumulatively co vid test per million tpm rise NUM,real
2055,contact trace apps secretly instal every android phone,fake
2056,novel coronavirus man make �,fake
2057,finally india get coronavirus dashboard official website coronavirus update website update every four hour scroll detail know coronavirus outbreak state placing finger state map,fake
2058,information circulate social medium prolong use face mask healthy people may cause death false face mask safely use healthy person age NUM year please remove mask public space lead spread co vid,real
2059,break coleen rooney confirms launch investigation whether china try cover coronavirus outbreak,fake
2060,first minister scotland nicola sturgeon say country record high number co vid case single day NUM new case virus get late coronavirus update,real
2061,NUM new case co vid nigeria lagos NUM oyo NUM ebonyi NUM fct NUM imo NUM edo NUM delta NUM river NUM kaduna NUM ondo NUM katsina NUM kano NUM bauchi NUM borno NUM kwara NUM gombe NUM sokoto NUM enugu NUM yobe NUM osun NUM nasarawa NUM NUM confirm NUM discharge NUM death,real
2062,trump nude statue make new york city anger americans trump fail handle corona virus usa,fake
2063,whatsapp forward claim british airway permanently shut due heavy business loss incur covid NUM pandemic claim false british airway categorically dispel rumor,fake
2064,mortality rate flu “ right around ” new coronavirus “ ’ right around NUM ”,fake
2065,help patient post covid post intensive care syndrome coronavirus,real
2066,• additional death report ⁣ ⁣ • NUM test process yesterday total number test complete date NUM ⁣ ⁣ • kiwis encourage get flu vaccine ’ start get colder,real
2067,news one want download covid data gathering app ask dominic cummings,fake
2068,news viral ’ NUM album challenge ’ pandemic trace back record shop wuhan market,fake
2069,new video together stop spread co vid physical distancing practice good hygiene avoid non essential travel watch learn help slow spread,real
2070,george soros one people responsible new coronavirus bear laboratory,fake
2071,rt corona watch black medium small square NUM total confirm case black medium small square NUM case cure recovered black medium small square NUM sample test the…,real
2072,NUM NUM pm NUM th march NUM confirm case NUM death breakdown case state real time please see currently lagos NUM fct NUM ogun NUM enugu NUM ekiti NUM oyo NUM edo NUM bauchi NUM osun NUM river NUM benue NUM,real
2073,death continue fall even case hospitalization spike across south west know death trend,real
2074,official figure show NUM new people test positive covid NUM england NUM september NUM september substantial increase NUM compare end august,real
2075,every worker front line fight covid NUM deserve protection accommodation keep family safe glad see state step support folk — employer must,fake
2076,video see share million people doctor white coat make series false mislead claim covid NUM,fake
2077,paraguayan go even buy bread incubation period positive case coronavirus increase,fake
2078,london mayor label government hapless capital face covid measure coronavirus late backhand index point,real
2079,updated timeline donald trump ’ shift response coronavirus share trump moment think belong,fake
2080,NUM th jan day cluster unknown pneumonia identify wuhan China share detailed info case globe show Europe Africa amp advise country amp emergency contact point take precaution reduce risk severe acute respiratory infection,real
2081,french health authority report NUM new infection saturday setting record high number daily new case since pandemic begin number people die covid NUM infection NUM read atest backhand index point,real
2082,daily update publish many incomplete report state today two state miss cutoff time ak ri today ’ data reflect holiday weekend dip test report NUM k new case today NUM k new test NUM death correct NUM,real
2083,flood hit area pretend coronavirus bid get government attention,fake
2084,rt bryan steil say wi spent NUM coronavirus funding allocate federal government half tru…,fake
2085,cdc urge americans stay safe opposite everything trump say coronavirus co vid pandemic,fake
2086,NUM covid NUM case state illinois come chicago,fake
2087,rt report covid NUM potential disrupt health service system become overwhelmed intervention slow co vid inh…,real
2088,india fight corona coronavirus update india see unprecedented surge co vid recovery nearly NUM recovery last NUM hour total number recover case nearly NUM lakh,real
2089,covid risk among hospital staff high among cleaner NUM low among icu general surgery staff NUM new analysis find,real
2090,gyms swimming pool fetid death trap reopen week,fake
2091,make brazil ideal test ground covid NUM vaccine,real
2092,tasuku honjo japanese nobel laureate medicine claim covid NUM chinese make virus,fake
2093,federal bureau investigation fbi arrest billionaire bill gate charge biological terrorism allegedly create novel coronavirus virus cause covid NUM,fake
2094,large outbreak entire building close NUM hour thorough disinfection staff work home till build adequately disinfect declared fit occupation NUM NUM,real
2095,club confirm NUM year old test positive late round test word condition,real
2096,sadly today three people hospital covid NUM – one isolation ward auckland city hospital two icu north shore waikato hospital want send family aroha,real
2097,NUM NUM pm NUM th april number state confirm case co vid NUM fct lagos NUM fct NUM kano NUM osun NUM oyo NUM edo NUM ogun NUM kwara NUM katsina NUM bauchi NUM kaduna NUM akwa ibom NUM delta NUM ekiti NUM ondo NUM enugu NUM river NUM niger NUM benue NUM anambra NUM,real
2098,video claim record hospital la margarita puebla image patient hallway allegedly covid NUM hospital floor full bag contain dead body,fake
2099,home secretary priti patel say would call police neighbour party break new co vid rule read story,real
2100,erath county texas lax social distancing discipline covid act project NUM hospitalizations one time end june remember NUM general hospital bed stephenville,real
2101,NUM new case co vid nigeria lagos NUM fct NUM kaduna NUM oyo NUM ebonyi NUM edo NUM katsina NUM ekiti NUM bauchi NUM nasarawa NUM NUM confirm NUM discharge NUM death,real
2102,say monitor covid NUM breath test,fake
2103,rt coronavirus update india fight corona india conduct record high NUM lakh test co vid single…,real
2104,since ask letting know recommend checkovir test month find life saver allergic rainy season year part test group find logical reduce probability corona due antiviral layer,fake
2105,image doctor find cure coronavirus,fake
2106,yes careful quick percentage definitely mislead state data,real
2107,state report NUM new case today half south,real
2108,week cdc receive NUM model forecast possible co vid death u june NUM combine forecast suggests increase total number death continue slow NUM NUM death june NUM see,real
2109,model project covid NUM death “ talk without mitigation ”,fake
2110,nurse work u informs ivorian citizen government mislead disguise vaccine center test center covid NUM,fake
2111,nashville man feel live coronavirus coronavirus nashville family co vid,fake
2112,’ effect randians coz cowurine cure cow sweat droplet man tip hand dark skin tone bad smell tackle covid NUM cow dung,fake
2113,rt india fight corona india continue scale new peak co vid test NUM lakh sample test daily NUM …,real
2114,develop common symptom co vid like fever cough sudden loss taste smell take responsibility please self medicate call state hotline immediately advice rest u,real
2115,vatican confirm pope francis two aide test positive coronavirus,fake
2116,NUM th july NUM co vid case report among indigenous people americas two thousand death recently least six case report among nahua people live peruvian amazon,real
2117,debate coronavirus vaccine week ’ medscape clinical trend,real
2118,massachusetts revise probable case definition result drop NUM cumulative case allow reasonable view current nationwide trend place zero daily case today,real
2119,rt test per million per day increase gradually improve NUM test per million per day august NUM NUM …,real
2120,india fight corona total NUM new case report last NUM hour country NUM new confirm case concentrate NUM state uts stay safe india win,real
2121,total number confirm case covid NUM NUM number report world health organization,real
2122,rt risk co vid increase closer get others longer interact learn way help saf…,real
2123,co vid vaccine cost much accessible american,real
2124,steam cow urine dung treat covid,fake
2125,pakistan deployed infrastructure build many year polio combat co vid community health worker train go door door vaccinate child utilized surveillance contact trace care,real
2126,osha say masks work � reduce covid NUM transmission violate osha oxygen level �,fake
2127,rudimentary website sustainable process go next day thanks dozens volunteer hit pause add new people effort start bring smooth workflow easier way plug,real
2128,take flu shot cause false positive result covid NUM test,fake
2129,ovid ’ latin sheep covid start c also mean ‘ see ’ ancient language NUM know “ number surrender ” ancient time ” go draw conclusion “ covid NUM ‘ see sheep surrender,fake
2130,india fight corona co vid test become affordable test strategy increase number test make available area require e andaman amp nicobar island lakshadweep north east affordable price dg,real
2131,NUM july NUM NUM people find co vid positive pune maharashtra NUM patient already cure discharge co vid co vid co vid coronavirus india coronavirus update coronavirus co vid update,real
2132,coronavirus update round pushpin total co vid case india august NUM NUM right arrow NUM cure discharge migrate NUM right arrow NUM active case NUM right arrow NUM death NUM total covid NUM confirm case cure discharge migrate active case death via,real
2133,bill gate profit vaccination want reduce world population,fake
2134,daily update publish ’ track NUM million test NUM k yesterday note track test state report detail see,real
2135,late update ministry health eight day row new case covid NUM report new zealand ⁣ ⁣ total number confirm case remain NUM number report world health organization ⁣,real
2136,follow coronavirus pandemic film star salman khan give NUM ambulance india,fake
2137,loudspeaker coronavirus update check mark button india co vid recovery rate improve NUM september NUM NUM round pushpin steady improvement india covid NUM recovery rate since lockdown initiation march NUM NUM india fight corona via,real
2138,extremely good news bendigo hit covid zero area patient hospital,fake
2139,another reason casual attitude people towards co vid people see crowded place without take precautionary measure wear face mask maintain social distancing etc result people get infect novel coronavirus,real
2140,everyone bus auckland airport ibis hotel follow already manage isolation driver wear ppe also isolate potential close contact test ⁣ ⁣,real
2141,thankful montana business leader step keep u safe strict stay home protocol follow next three month model show peak june NUM NUM hospitalization via,real
2142,study recover covid patient find take average NUM day covid symptom first appear patient test negative pcr test old age severe symptom associate longer viral clearance time read,real
2143,video empty hospital show covid NUM fake,fake
2144,diagnostics NUM test currently evaluation new evidence generate around rapid antigen detection test could game change co vid,real
2145,world health organization announce sars cov NUM stay air eight hour,fake
2146,claim cow urine dung could treat covid NUM assam legislator haripriya fact claim add misinformation fear monger fight disease scientifically anant bhan health researcher preventive med cure yet,fake
2147,“ follow increase rate spread co vid across country ’ expand case definition amp include NUM new high risk country country priority list china japan iran italy republic korea addition spain france germany ” hmsh,real
2148,new compare college tag make easy see covid impact college town discovery college relate outbreak one many insight pull tool,real
2149,film star aamir khan distribute NUM thousand rupee poor flour bag,fake
2150,loudspeaker nigeria international travel portal q test require child age NUM currently child age NUM exempt provide negative covid NUM pcr test result travel nitp faqs visit,real
2151,tunisian researcher speaking video find cure covid NUM,fake
2152,quote dr denis mukwege say resign congolese coronavirus response team order fabricate covid NUM case death number,fake
2153,break government update coronavirus advice get use idea also lose unloved one,fake
2154,coronavirus update india fight corona national expert group vaccine administration meet domestic vaccine manufacture,real
2155,NUM open vacancy nurse doctor health professional work temporary hospital são paulo use treat covid NUM case,fake
2156,audio state certain section society surat vendor spread coronavirus,fake
2157,second consecutive day india report NUM new infection take overall confirmed case tally NUM lakh directorate general civil aviation extend suspension commercial international flight india till NUM august coronavirus coronavirus fact,fake
2158,india fight corona round pushpin accord new guideline mha lockdown limited containment zone unlock stay safe india win via,real
2159,transmission coronavirus europe return alarm rate month say top official world health organisation,real
2160,nation ’ tenant vow cough rent cheque cdn poli rent freeze co vid,fake
2161,limit gathering one way slow spread co vid physical distance hard find tips support health love one challenge time,real
2162,get update co vid listen state local authority cdc stay inform avoid much news pandemic take break news social medium,real
2163,“ absence safe vaccine prevent co vid must rely non pharmaceutical intervention face mask use NUM NUM august ’ commemorate world mask week reinforce use face mask face medical mask ” hmh ongoing brief stream backhand index point medium skin tone,real
2164,notice error update NUM NUM pm correction NUM new case co vid confirm nigeria NUM fct NUM bauchi NUM lagos NUM NUM detect vessel NUM return traveller nigeria amp NUM close contact confirm case,real
2165,NUM NUM pm NUM th april breakdown case state lagos NUM fct NUM kano NUM osun NUM oyo NUM edo NUM ogun NUM kwara NUM katsina NUM bauchi NUM kaduna NUM akwa ibom NUM delta NUM ekiti NUM ondo NUM enugu NUM river NUM niger NUM benue NUM anambra NUM borno NUM jigawa NUM,real
2166,message issue india ministry home affair say post coronavirus relate message punishable offence,fake
2167,update co vid impact hiv tb amp malaria right arrow related death NUM year could increase NUM NUM high burden setting right arrow maintain critical prevention amp healthcare service significantly reduce overall impact covid NUM epidemic Japanese symbol beginner report,real
2168,recommendation treat colorectal cancer covid NUM pandemic,real
2169,say alexandria ocasio cortez tweet vital governor maintain restriction business november election economic recovery help trump elect business closure job loss small price pay free presidency keep u closed �,fake
2170,india fight corona exponential increase test infrastructure lead rise test capacity NUM th august NUM NUM test conduct country secretary stay safe,real
2171,coronavirus update co vid testing status update state NUM sample test upto september NUM NUM NUM sample test september NUM NUM stay safe india win,real
2172,social gathering six people ban across britain tougher lockdown restriction impose bad hit area ’ need know coronavirus rule impact backhand index pointing,real
2173,n NUM respirator offer protection viral particle wearer mask effective reduce reach covid NUM help stop asymptomatic individual unknowingly spread disease,fake
2174,NUM foreigner attend sadhguru event march lead NUM coronavirus case tamil nadu india foreigner quarantine isha yoga center,fake
2175,india fight corona focused amp coordinate containment widespread testing combine supervised isolation effective treatment result increasing recovery rate steadily fall case mortality ensure decline percentage active case,real
2176,child NUM immune novel coronavirus,fake
2177,senegalese people fly back italy kill spot senegal airport,fake
2178,report daily death toll NUM first day NUM since monday little low last saturday note sit monday reporting seem come tuesday friday,real
2179,joe biden repeatedly say first person call invoking defense production act response coronavirus look timeline,fake
2180,chinese scientist race start human trial covid vaccine august,real
2181,censor dr li meng yan claim covid bio engineer red c via,fake
2182,serum institute india manufacture partnership astrazeneca produce oxford university ’ covishield vaccine already deny report amp say would confirm availability officially vaccine proven immunogenic efficacious,real
2183,video president donald trump announce roche medical company launch vaccine covid NUM next sunday,fake
2184,pakistan dr usama riaz contract coronavirus treat patient leave video message die,fake
2185,fit people immune novel coronavirus,fake
2186,college student risk hospitalize covid NUM,fake
2187,widely share video claim show brazilian lawmaker filippe poubel erupt anger break field hospital claim NUM novel coronavirus patient find empty,fake
2188,health worker work NUM NUM protect heal u co vid let ’ support hero let ’ thanks health hero backhand index point right,real
2189,cdc explains flatten curve become line extend infinity mean lockdown never� coronavirus,fake
2190,anybody want test coronavirus get test �,fake
2191,use face shield without face mask face shield alone prevent spread infectious disease like co vid remember check mark button wear face mask check mark button wash hand soap run water check mark button cough sneeze elbow take responsibility,real
2192,first case co vid report NUM st december NUM wuhan china five month later disease continue affect people country across globe take responsibilty get together,real
2193,icmr study plot covid NUM peak around mid november,fake
2194,trump administration plan stop covid screen foreign traveler arrive high risk area concern efficiency amp effectiveness screening often cause overcrowd long line detect case read,real
2195,NUM ’ least many u healthcare worker die co vid african american asian pacific islander,real
2196,ethiopia report NUM new infection novel coronavirus bring total number NUM,fake
2197,inherit broken test � covid NUM,fake
2198,post share hundred time facebook claim nigerian presidency impose curfew allow chinese company build NUM g mast,fake
2199,june NUM forecast suggest NUM state likely report co vid death next NUM week previous NUM week nationally NUM NUM total death expect july NUM,real
2200,heart condition like myocarditis associate case co vid severe cardiac damage rare occur even young healthy people cdc work understand covid NUM affect heart organ learn,real
2201,young people great chance kill hpv vaccine covid NUM �,fake
2202,also begin track soon report outcome data work network reporter make number comprehensive possible dozen state currently report form,real
2203,brazil worry combination pandemic pandemonium,real
2204,nigella seed contain hydroxychloroquine mixed help keep coronavirus away,fake
2205,website claim china confirm patient zero sex bat,fake
2206,test fall attributable trouble today storm relate closure fl still problem broad weekly testing decline first time ever dataset,real
2207,get infect covid NUM eat sugar drink cold water take shower night,fake
2208,note previous tweet state facebook post victorian coronavirus number post one nation leader pauline hanson fact post victorian branch pauline hanson one nation party,fake
2209,cheap bourbon gargle throat best virus killer world pure battery acid,fake
2210,chinese destroy NUM g pole aware thing trigger corona symptom,fake
2211,multiple facebook post share thousand time filipino facebook user make several false claim future vaccine covid NUM disease cause novel coronavirus post also make claim link potential vaccine rollout NUM g technology,fake
2212,NUM people leave manage isolation facility june NUM NUM NUM people contact tested negative covid NUM NUM test leave manage isolation remain NUM tested departure facility,real
2213,footballer ronaldo turn hotel covid NUM hospital,fake
2214,prior economic downturn cause covid NUM united state economy greatest ever peak,fake
2215,percent test come back positive rising decisively every region northeast well,real
2216,say photo show south carolina stay home order announce,fake
2217,NUM NUM sky explain late co vid data government announcement get coronavirus data backhand index point,real
2218,video panic shopper storm supermarket amid coronavirus pandemic,fake
2219,coronavirus cause sale convertible plummet NUM car beach boys convertible car chevrolet,fake
2220,watch live boris johnson address nation announce new coronavirus restriction england house common statement,real
2221,er visit u NUM coronavirus pandemic,real
2222,first minister scotland nicola sturgeon announces introduce similar measure hospitality england say chief medical officer say alone enough bring r rate update late co vid restriction,real
2223,ireland Ireland provide universal access test diagnosis amp treatment co vid without charge NEW button study suggest country build achievement strengthen equitable access health care amp financial protection backhand index point right impact,real
2224,vital governor maintain restriction business november election economic recovery help trump elect,fake
2225,multiple facebook post share hundred time claim doctor national taiwan university hospital ntuh taipei find covid NUM disease cause novel coronavirus combination aid sars,fake
2226,icmr establishes NUM new co vid test facility launch hon pm labs test tube increase test capacity one ’ clock reduce turn around time lab coat reduce exposure lab personnel,real
2227,say covid NUM become endemic,fake
2228,cdc sewage surveillance could lead indicator change covid NUM spread community,real
2229,accord late official figure NUM covid related death NUM new co vid case uk late coronavirus update click backhand index point,real
2230,say sarah huckabee sander tweet odd antifa insurgency happen covid NUM lose steam odd covid NUM happen moment impeachment fail odd impeachment happen moment russian hoax fail russian hoax happen hillary lost notice pattern �,fake
2231,important thread risk dietary supplement ’ cure co vid supplement prevent arrow,fake
2232,get test co vid nigeria test conduct NUM category people present co vid symptom NUM contact confirm case NUM resident area moderate high prevalence co vid NUM recent returnees take responsibility,real
2233,wear face mask prolong period time cause hypoxia hypercapnia,fake
2234,yesterday laboratory complete NUM test bring total number test complete date NUM include test manage isolation facility community base test across country,real
2235,hello yes come work website update soon advice high risk stay home alert level NUM work home continue,real
2236,person get curfew pas wonder porsche car w mask lockdown dma NUM stay high hand common man violate seize vehicle partially show dark face administration,fake
2237,NUM NUM pm NUM th april NUM confirm case NUM discharge NUM death lagos NUM fct NUM osun NUM edo NUM oyo NUM bauchi NUM akwa ibom NUM ogun NUM kaduna NUM enugu NUM ekiti NUM river NUM kwara NUM delta NUM benue NUM ondo NUM katsina NUM niger NUM anambra NUM,real
2238,antibody common cold produce positive covid NUM test false positive result covid NUM antibody test behind covid NUM case report u,fake
2239,loudspeaker coronavirus update round pushpin co vid india tracker NUM september NUM NUM NUM right arrow confirm case NUM right arrow recover NUM NUM thumbs right arrow active case NUM NUM right arrow death NUM NUM india fight corona india win stay safe via,real
2240,india detect co vid case mar apr NUM fake mislead claim around pandemic rise common communal rumour follow false guideline notification per analysis,fake
2241,yup report negative test commercial laboratory think last real holdout tho state report comprehensively reliably others,real
2242,circuit break go happen next say new circuit break lockdown rule long term solution risk co vid must weigh increase risk death illnesses late,real
2243,disney world reopen hop inevitable parental death inspire future film disney co vid,fake
2244,president donald trump say former president obama fund coronavirus creatical biological wuhan lab,fake
2245,rt coronavirus update backhand index point right total recovery demonstrate steep exponential rise backhand index point right india report highe…,real
2246,NUM new case co vid nigeria lagos NUM ebonyi NUM edo NUM ondo NUM fct NUM oyo NUM kwara NUM plateau NUM osun NUM bayelsa NUM ekiti NUM katsina NUM akwa ibom NUM kaduna NUM river NUM niger NUM ogun NUM kano NUM cross river NUM bauchi NUM NUM confirm NUM discharge NUM death,real
2247,say herman cain die cancer covid NUM,fake
2248,wuhan institute virology military fund gain function research bat coronavirus know nih funding end day let ’ cut bullshit finger point every country leader sign global ban gof research bury,fake
2249,texas gop stick convention plan state set new daily record co vid case,real
2250,feel solid still sure much coverage state get hospital,real
2251,image medical facility share claim indian army set NUM bed hospital rajasthan coronavirus pandemic,fake
2252,rt ’ dr bauchner discus strategy fight co vid vaccine monoclonal antibody convalescent ti…,real
2253,yesterday laboratory process NUM test covid NUM bring total number test complete date NUM ​ ​ laboratories process test within NUM hour receive although people allow four day notify test result,real
2254,rt travel increase chance get spread co vid cdc advise nonessential international travel y…,real
2255,japanese government refuse use introduce gene test kit manufacturered swiss base pharmaceutical company roche currently use around world due convenience use believe ministry health already allocate budget public project set develop new test use roche test kit since day one could prevent outbreak cruise ship,fake
2256,muammar gaddafi predict current coronavirus pandemic warn would create people would sell antidote,fake
2257,claim video amitabh bacchan praise nanavathi hospital covid warrior release,fake
2258,late cdc co vid view report show adult NUM continue high rate co vid associate hospitalization follow adult age NUM – NUM hospitalization rate cumulative continue increase pandemic unfolds,real
2259,bill gate fund vaccine adhesive patch form vaccine contain microchip go use monitor people via NUM g network,fake
2260,bahrain accuse iran biological aggression criminalise international law lie extent outbreak iran,fake
2261,underrated supplement acetylcysteine nac acc liquefies mucus may help cold maybe also covid help prostatitis bc liquefies prostata fluid evidence protect liver amp kidney label use depression anxiety,fake
2262,metro manila NUM rise covid NUM case one day,fake
2263,brazil record death first half NUM first half NUM,fake
2264,rt cdc recommend use epa register household disinfectant protect virus cause co vid visit the…,real
2265,unfortunately today four people hospital covid NUM – two stable isolation ward one middlemore one north shore hospital two icu north shore waikato hospital want send family aroha,real
2266,weekend president trump retweeted two post misconstrue covid NUM data cdc vast majority death involve covid NUM attribute virus,fake
2267,claim coronavirus new canine coronavirus vaccine since NUM,fake
2268,india fight corona continuous upward trajectory india ’ total recover case cross NUM lakh today NUM patient discharge last NUM hour result recovery rate touch NUM detail stay safe,real
2269,NUM new case co vid NUM lagos NUM kano NUM oyo NUM edo NUM katsina NUM kaduna NUM jigawa NUM yobe NUM plateau NUM fct NUM gombe NUM ogun NUM bauchi NUM nasarawa NUM delta NUM ondo NUM river NUM adamawa NUM case co vid nigeria discharge NUM death NUM,real
2270,biden ’ attack trump covid vaccine several claim generally accurate line prediction expert however exaggerate accused trump administration plan,fake
2271,help protect others co vid social distancing amp wear cloth face cover fit snugly reach nose chin completely cover mouth nostril watch video featuring,real
2272,india fight corona update co vid india see unprecedented surge recovery nearly NUM recovery last NUM hour total number recover case nearly NUM lakh stay safe india win,real
2273,burglar suffer corona crash criminal appeal crook burglar break go bust,fake
2274,yesterday make tough decision begin standardize way capture state data sum test confirm case covid NUM suspect case currently hospitalize number,real
2275,coronavirus update round pushpin total co vid case india september NUM NUM play button NUM cure discharge migrate NUM play button NUM active case NUM play button NUM death NUM total covid NUM confirm case cure discharge migrate active case death,real
2276,news write perfect profile new covid sceptic dating website,fake
2277,president xi jinping visit masjid pray coronavirus victim,fake
2278,NUM previously report case consider recovered today community case,real
2279,video view thousand time multiple post facebook twitter claim show u president donald trump test positive novel coronavirus,fake
2280,new legislation introduce enforce local lockdown one english city tackle spike covid NUM case,real
2281,cuba try interferon alfa NUM b heavy treatment normally use treat leukemia lot side effect result little benefit covid ’ also never vaccine allege tweet mayor drip,fake
2282,say nancy pelosi catch try include abortion funding bill combat coronavirus �,fake
2283,india cross another landmark record high ever test single day NUM lakh co vid test conduct last NUM hr state ut conduct NUM test day million advise,real
2284,coronavirus say aadab sends infect air mouth claim bjp leader ramesh bidhuri,fake
2285,video elderly woman struggle breathe lie seem plastic bag accord post inside bag hospital morgue rescue relative,fake
2286,liquid mixture sell claim co vid vaccine false currently vaccine drug approve co vid prevention health authority take respons l ibility purchase amp consume drug accredit pharmacy health facility,real
2287,also obvious typo correction first tweet track NUM million test NUM million bonus cumulative chart,real
2288,ten thousand people victim coronavirus die china proven map wuhan release online show massive burning corps,fake
2289,good immune system help body function normally get lots mineral thats good u help fight cold n flu n shit since ab winter covid cause lol oh room temp water,fake
